Time,Loss,Accuracy,valLoss,valAccuracy
21,2.1049,0.3267,2.2861,0.256
13,1.3149,0.5307,3.5043,0.26
13,1.0973,0.6,2.2031,0.28
14,0.9698,0.64,1.9064,0.564
13,0.8962,0.66,9.2618,0.32
13,0.8631,0.696,1.0044,0.724
13,0.7865,0.6973,2.2608,0.448
13,0.7764,0.712,0.9664,0.676
13,0.7013,0.7347,0.9298,0.72
13,0.6169,0.784,1.3165,0.672
13,0.6301,0.772,2.3603,0.552
13,0.603,0.7853,1.8784,0.5
13,0.6298,0.7653,1.6672,0.568
14,0.512,0.8187,1.283,0.696
13,0.5597,0.7893,0.9924,0.716
13,0.4511,0.8293,1.1231,0.584
13,0.4817,0.8173,15.3237,0.372
14,0.6184,0.7773,5.0741,0.604
13,0.7968,0.732,1.4355,0.636
13,0.4307,0.844,1.1002,0.684
13,0.4512,0.8347,0.845,0.728
14,0.3885,0.856,1.5457,0.672
13,0.4109,0.8573,1.298,0.652
13,0.3321,0.888,1.617,0.66
13,0.2925,0.8893,0.5254,0.84
14,0.3292,0.8827,0.7538,0.76
13,0.3548,0.872,1.1468,0.684
13,0.3179,0.888,0.5691,0.828
13,0.2373,0.9093,0.5638,0.848
14,0.2408,0.9133,0.7599,0.78
13,0.2615,0.9107,0.7869,0.748
13,0.2258,0.9093,0.7379,0.82
13,0.1731,0.9293,0.7165,0.808
14,0.1348,0.9533,1.0928,0.716
13,0.1858,0.9347,1.6772,0.708
13,0.2449,0.9093,1.7977,0.692
13,0.2098,0.9173,0.8521,0.784
13,0.1487,0.9453,0.7449,0.772
13,0.1373,0.948,0.6717,0.824
13,0.0777,0.9733,0.6828,0.832
13,0.0704,0.9773,1.6604,0.676
13,0.1233,0.952,1.1532,0.76
13,0.1447,0.944,0.7728,0.784
13,0.1537,0.956,2.0673,0.56
14,0.2825,0.9,5.3189,0.536
14,0.1212,0.9693,0.865,0.776
13,0.1337,0.9493,0.644,0.824
13,0.2764,0.9053,9.7166,0.508
13,0.1537,0.9507,1.1493,0.772
14,0.073,0.98,1.6547,0.668
