Time,Loss,Accuracy,valLoss,valAccuracy
9,1.4379,0.388,1.6783,0.2
6,1.1515,0.5613,1.8305,0.2
7,1.0491,0.6053,2.0208,0.2
6,0.9455,0.6413,1.7538,0.244
6,0.8912,0.6747,1.3649,0.5
6,0.8608,0.6853,2.6754,0.432
6,0.7985,0.688,1.8994,0.424
6,0.7163,0.7387,1.3078,0.604
7,0.6762,0.7427,4.5685,0.292
7,0.6586,0.7413,0.9273,0.692
6,0.5905,0.7813,1.1319,0.66
7,0.5697,0.7933,0.6981,0.74
6,0.5876,0.792,1.819,0.548
6,0.6258,0.7787,2.4402,0.484
6,0.5481,0.796,2.1439,0.46
6,0.5642,0.8013,0.7574,0.756
6,0.5883,0.7853,0.7503,0.728
6,0.5216,0.8133,0.7778,0.772
6,0.4864,0.8013,0.8265,0.696
7,0.4622,0.8373,0.7979,0.728
6,0.3761,0.8627,0.8021,0.76
6,0.3921,0.8493,0.5922,0.788
6,0.4368,0.8533,1.0553,0.644
6,0.3464,0.864,1.8166,0.592
6,0.3567,0.8773,0.6657,0.776
6,0.3843,0.8733,0.5959,0.82
6,0.331,0.8867,0.7321,0.808
6,0.3077,0.8987,0.5733,0.796
7,0.2654,0.9067,0.6524,0.816
6,0.2405,0.9067,0.6013,0.804
6,0.2707,0.9093,0.7439,0.78
6,0.2521,0.916,0.8308,0.748
6,0.2179,0.92,0.5634,0.796
6,0.1744,0.9427,0.5385,0.848
6,0.2658,0.9173,0.6812,0.824
6,0.204,0.9293,0.7245,0.78
7,0.1807,0.9307,0.7373,0.76
6,0.1187,0.9693,0.5003,0.844
6,0.1416,0.952,0.606,0.804
6,0.1847,0.94,0.4982,0.852
6,0.1199,0.952,0.8487,0.708
7,0.2045,0.9213,0.9443,0.716
6,0.1694,0.9493,0.5438,0.836
6,0.1176,0.96,1.2291,0.728
7,0.1472,0.948,0.6586,0.84
7,0.1489,0.9507,0.8487,0.752
6,0.1585,0.9613,0.6537,0.816
7,0.1922,0.936,0.7648,0.804
6,0.1588,0.948,0.6559,0.788
6,0.1612,0.9573,0.7717,0.796
6,0.0947,0.9693,0.4326,0.86
6,0.0944,0.9653,0.7856,0.8
7,0.1328,0.9653,0.9491,0.768
6,0.0998,0.9693,0.5965,0.856
6,0.1033,0.9653,0.6556,0.816
6,0.0751,0.9733,0.7013,0.824
6,0.0933,0.9693,0.5948,0.828
6,0.1083,0.96,0.729,0.808
6,0.1041,0.9653,0.5228,0.86
6,0.1014,0.9667,1.3091,0.708
7,0.1053,0.972,0.6123,0.804
7,0.1246,0.9653,1.1257,0.76
6,0.2203,0.9413,0.8738,0.752
7,0.0979,0.9653,0.6869,0.832
6,0.0964,0.9707,0.6248,0.816
6,0.0803,0.976,0.7143,0.8
6,0.0644,0.984,0.4294,0.88
6,0.1139,0.964,0.6558,0.848
7,0.1003,0.9707,0.5636,0.844
7,0.0873,0.9747,0.8372,0.784
6,0.0532,0.9827,0.5115,0.86
6,0.0421,0.988,0.5181,0.848
7,0.0698,0.9827,0.4823,0.868
7,0.1072,0.964,0.7056,0.824
6,0.0709,0.9773,0.6298,0.856
6,0.0976,0.968,0.5919,0.832
7,0.0635,0.9747,0.5594,0.856
7,0.0384,0.9893,0.524,0.852
7,0.0552,0.9867,0.6375,0.832
6,0.0858,0.9813,0.5141,0.876
6,0.0323,0.9907,0.5801,0.86
6,0.0291,0.9907,0.6647,0.852
6,0.0484,0.988,0.5627,0.828
6,0.0792,0.98,0.6467,0.836
7,0.0316,0.9907,0.5285,0.824
6,0.0436,0.988,0.4648,0.86
6,0.0317,0.9933,0.5251,0.868
6,0.0914,0.9773,0.7721,0.796
6,0.0261,0.996,0.6536,0.82
7,0.0354,0.9867,0.8257,0.804
6,0.0689,0.9853,0.532,0.868
7,0.0851,0.984,0.5949,0.844
7,0.0755,0.9747,0.6058,0.8
6,0.0229,0.9947,0.6284,0.824
6,0.0421,0.984,0.7464,0.776
6,0.0154,0.9973,0.6051,0.852
6,0.0978,0.976,1.0858,0.764
6,0.0559,0.98,0.5353,0.832
6,0.033,0.9947,0.4796,0.836
6,0.0587,0.984,0.5747,0.84
7,0.0265,0.9973,0.6403,0.84
6,0.0621,0.9867,0.5454,0.856
6,0.0736,0.9747,0.689,0.804
7,0.0811,0.98,0.536,0.86
6,0.0195,0.9933,0.4151,0.888
6,0.0335,0.9853,0.5832,0.872
6,0.0837,0.9827,0.7215,0.836
7,0.0344,0.9907,0.7303,0.824
7,0.0642,0.98,0.5803,0.84
6,0.0678,0.9893,0.7347,0.808
6,0.0464,0.988,0.5771,0.84
7,0.0383,0.988,0.7083,0.848
6,0.0236,0.992,0.8251,0.784
6,0.0416,0.984,0.5744,0.864
6,0.0279,0.992,0.5817,0.828
7,0.0193,0.996,0.5399,0.82
7,0.0237,0.9933,0.5785,0.84
6,0.0337,0.9893,0.7909,0.808
6,0.0085,1,0.6782,0.816
7,0.0312,0.988,0.7655,0.796
6,0.026,0.9933,0.5983,0.84
7,0.0488,0.9907,0.4439,0.86
6,0.0169,0.996,0.5871,0.852
7,0.0119,0.9987,0.4819,0.864
7,0.0539,0.9933,0.6657,0.844
6,0.0221,0.992,0.6675,0.832
6,0.0073,1,0.5728,0.876
6,0.0368,0.9893,1.4145,0.76
7,0.0231,0.9933,0.5805,0.872
6,0.0318,0.992,0.5483,0.848
6,0.0947,0.9773,0.571,0.856
7,0.026,0.9933,0.6645,0.848
7,0.0264,0.992,0.6412,0.836
7,0.0195,0.9973,0.7084,0.832
7,0.0519,0.98,0.656,0.828
7,0.0971,0.9827,0.4886,0.876
6,0.0186,0.9947,0.5394,0.82
7,0.0106,0.9987,0.4646,0.86
7,0.026,0.996,0.5159,0.86
6,0.0631,0.9893,0.6614,0.832
7,0.0235,0.996,0.5777,0.832
7,0.0136,0.9973,0.7164,0.808
6,0.0137,0.9973,0.5712,0.856
6,0.0888,0.9813,0.8713,0.772
6,0.0117,0.9987,0.6324,0.848
7,0.0471,0.992,0.8061,0.816
7,0.0131,0.9973,0.5708,0.86
6,0.0195,0.9973,0.5977,0.852
6,0.0132,0.9973,0.5742,0.864
7,0.01,0.9987,0.661,0.844
