Time,Loss,Accuracy,valLoss,valAccuracy
18,3.0011,0.19,2.4299,0.11
10,2.2003,0.2757,3.0174,0.0733
10,2.0548,0.3271,3.7408,0.1
10,1.9209,0.3829,3.8874,0.1167
10,1.7811,0.4257,4.7295,0.14
10,1.5913,0.4543,4.1004,0.17
10,1.5425,0.4857,1.6809,0.4133
10,1.5006,0.4771,1.7995,0.4233
11,1.437,0.5243,2.3141,0.3033
10,1.6114,0.43,4.571,0.21
10,1.3885,0.5257,3.2502,0.2767
10,1.4164,0.5286,4.9918,0.2233
10,1.3958,0.5229,2.1651,0.3633
10,1.2054,0.5814,11.5994,0.22
10,1.1767,0.5986,9.7625,0.22
10,1.1345,0.6371,3.3738,0.3
10,1.1007,0.6329,1.8269,0.4433
10,0.9488,0.6886,4.7546,0.3
10,0.9384,0.69,1.4793,0.5333
10,0.8454,0.6986,1.6457,0.5533
10,0.8071,0.7314,1.7545,0.5433
10,0.8319,0.7043,1.734,0.48
10,0.7089,0.7714,2.7812,0.4
10,0.7505,0.7414,1.7323,0.5433
10,0.6206,0.7914,1.4102,0.5967
10,0.5557,0.8114,4.5228,0.36
10,0.4401,0.8329,1.7623,0.55
10,0.5451,0.8286,4.6092,0.3567
10,0.4983,0.8357,3.5742,0.44
10,0.485,0.8329,7.3479,0.3067
10,0.4402,0.8429,2.0882,0.5733
10,0.3757,0.88,2.3085,0.4733
10,0.3282,0.8886,2.4435,0.4667
10,0.3475,0.89,3.0908,0.43
10,0.2813,0.9157,2.4646,0.5433
10,0.3441,0.8886,2.3488,0.51
10,0.2223,0.9257,2.0358,0.5933
10,0.1195,0.9686,2.0967,0.56
10,0.1986,0.93,2.2972,0.5767
10,0.2249,0.9271,2.187,0.5467
10,0.1167,0.96,1.893,0.5967
10,0.2224,0.9271,2.9515,0.4833
10,0.1255,0.9657,3.6063,0.4633
10,0.223,0.9243,3.6486,0.44
10,0.2001,0.9314,2.5337,0.56
10,0.178,0.9486,2.1914,0.57
10,0.0659,0.9857,1.8124,0.6233
10,0.0469,0.9886,2.044,0.5967
10,0.0756,0.9786,2.1671,0.5767
10,0.0571,0.9814,1.887,0.6433
10,0.0401,0.9871,1.9807,0.6067
10,0.105,0.9671,2.2604,0.5833
10,0.0938,0.9671,3.0471,0.52
10,0.1101,0.97,2.754,0.5333
10,0.1883,0.9357,3.6814,0.4833
10,0.2009,0.9171,3.0069,0.5333
10,0.2021,0.92,2.4052,0.55
10,0.1123,0.9586,2.7437,0.5333
10,0.1436,0.9614,2.097,0.6
10,0.1191,0.96,2.1315,0.5967
11,0.0389,0.9943,2.177,0.59
10,0.0664,0.98,2.9033,0.5733
10,0.2,0.9429,3.0014,0.5433
10,0.2044,0.9371,3.9407,0.5167
10,0.158,0.9486,3.8318,0.4533
10,0.0989,0.97,2.6025,0.57
10,0.072,0.9743,2.1736,0.6133
11,0.1057,0.9686,2.2015,0.6133
10,0.0211,0.9957,2.4186,0.5967
10,0.0075,1,2.1057,0.62
10,0.0363,0.9871,2.7894,0.5833
10,0.1087,0.9643,8.1673,0.34
10,0.1166,0.9514,3.9236,0.49
10,0.1072,0.9743,2.7803,0.5167
10,0.1028,0.9671,2.4011,0.5767
10,0.0285,0.9914,2.1497,0.61
11,0.0235,0.9914,2.0835,0.5867
10,0.0168,0.9971,2.0374,0.6233
10,0.0396,0.9929,2.0539,0.6733
