Time,Loss,Accuracy,valLoss,valAccuracy
12,2.43,0.192,5.2803,0.1
6,2.1061,0.268,4.3386,0.104
6,1.9029,0.3307,3.0511,0.18
5,1.7739,0.4,2.9749,0.172
5,1.6995,0.4093,3.4044,0.204
5,1.5455,0.4747,4.827,0.12
5,1.3499,0.5347,4.2879,0.208
5,1.2701,0.552,6.2081,0.168
5,1.2913,0.5293,3.1791,0.32
5,1.083,0.6147,8.2586,0.16
5,1.0669,0.6347,3.3473,0.312
5,0.8359,0.6933,4.3894,0.212
5,0.7803,0.732,3.8367,0.256
5,0.5457,0.812,3.4767,0.292
5,0.3636,0.876,3.3888,0.32
5,0.4623,0.8587,4.1837,0.26
5,0.4724,0.8373,4.1384,0.272
5,0.4241,0.8507,2.9631,0.34
5,0.2622,0.9107,3.8938,0.28
5,0.2366,0.916,3.4151,0.42
5,0.2089,0.9347,3.4522,0.328
5,0.1983,0.9413,3.2851,0.348
5,0.2575,0.9107,3.7682,0.32
5,0.2802,0.9107,10.0882,0.196
5,0.2081,0.9373,4.0308,0.332
5,0.2125,0.9373,4.8794,0.308
5,0.2217,0.9173,4.8646,0.332
6,0.2633,0.912,3.9645,0.336
5,0.1749,0.94,4.453,0.304
5,0.2104,0.932,5.0894,0.316
5,0.1454,0.9533,5.287,0.344
5,0.1205,0.9613,6.2411,0.28
5,0.1375,0.9507,3.6089,0.352
5,0.1075,0.968,5.4685,0.296
5,0.1101,0.964,5.5191,0.28
5,0.1751,0.9387,4.1186,0.332
5,0.3202,0.9027,5.1816,0.296
5,0.2212,0.9293,5.5015,0.324
5,0.1388,0.956,4.0077,0.34
5,0.1579,0.9533,3.9399,0.364
5,0.0939,0.9707,8.1613,0.312
5,0.1292,0.9587,4.8473,0.296
5,0.1206,0.9613,5.6991,0.34
5,0.1385,0.944,3.8876,0.364
5,0.1276,0.964,4.6717,0.344
5,0.1772,0.9533,3.6653,0.332
5,0.1381,0.9533,3.6922,0.4
5,0.1139,0.9613,3.6622,0.372
5,0.1152,0.968,5.3563,0.324
5,0.112,0.964,3.8024,0.336
5,0.0638,0.976,4.5042,0.348
5,0.0465,0.984,4.4491,0.32
5,0.0532,0.9787,3.621,0.392
5,0.0633,0.9707,3.7388,0.412
5,0.1237,0.964,6.8102,0.268
5,0.1765,0.9347,5.0168,0.356
5,0.144,0.9493,3.839,0.4
5,0.0764,0.9747,4.9705,0.344
5,0.0688,0.9773,4.9285,0.364
5,0.1459,0.9533,5.5705,0.344
5,0.1248,0.964,4.1074,0.392
5,0.1293,0.96,5.1847,0.404
5,0.0991,0.9693,5.2252,0.324
5,0.1193,0.9627,4.0478,0.416
6,0.0827,0.972,5.7837,0.332
5,0.099,0.9747,5.8191,0.268
5,0.1256,0.9667,4.3296,0.324
5,0.1333,0.9453,5.1882,0.36
5,0.1425,0.9467,5.3336,0.308
5,0.1995,0.944,6.6439,0.356
5,0.1025,0.9653,4.995,0.348
6,0.1406,0.9587,4.8768,0.32
5,0.1245,0.9507,6.0971,0.32
5,0.0568,0.9813,4.0974,0.364
6,0.0756,0.9773,4.0784,0.368
5,0.0453,0.984,4.4709,0.38
5,0.0524,0.98,4.7658,0.38
5,0.0494,0.9813,3.7999,0.412
5,0.0408,0.9853,4.5398,0.372
6,0.0867,0.9667,5.3945,0.304
5,0.0989,0.972,6.6364,0.356
5,0.0855,0.9747,6.8689,0.236
5,0.1103,0.9693,5.332,0.316
6,0.0568,0.976,4.7045,0.384
5,0.0527,0.98,4.1459,0.36
5,0.0398,0.984,4.4501,0.36
5,0.056,0.9773,4.3965,0.408
6,0.074,0.976,4.8831,0.372
5,0.0711,0.9787,4.4658,0.364
5,0.0946,0.972,4.6167,0.38
5,0.1498,0.9493,5.6943,0.372
5,0.0685,0.9813,5.3088,0.34
5,0.0682,0.9813,4.1576,0.356
5,0.0359,0.984,3.7645,0.36
6,0.0731,0.9773,4.9666,0.356
5,0.1161,0.968,4.6858,0.324
5,0.0915,0.972,7.3246,0.3
5,0.1175,0.9627,4.2774,0.364
6,0.0762,0.972,4.5088,0.368
5,0.0489,0.98,4.4388,0.368
