Time,Loss,Accuracy,valLoss,valAccuracy
237,2.3762,0.264,2.055,0.2
12,1.7322,0.28,2.0301,0.204
12,1.6667,0.3173,13.8833,0.276
12,1.6723,0.2987,1.8844,0.284
12,1.6725,0.272,45.1084,0.26
12,1.6012,0.3093,26.5827,0.264
12,1.5889,0.3173,1.9534,0.364
12,1.6416,0.2933,3.8025,0.324
12,1.5614,0.348,1.6444,0.38
12,1.5449,0.3307,1.7286,0.316
13,1.483,0.3573,1.7531,0.256
12,1.5019,0.3973,2.2909,0.296
12,1.5849,0.3413,78.2861,0.264
12,1.5658,0.3253,20.6153,0.24
12,1.5334,0.3387,6.845,0.364
12,1.5414,0.3427,1.5289,0.42
12,1.4891,0.3533,1.5867,0.364
12,1.4557,0.3667,2.6689,0.408
12,1.4346,0.376,2.881,0.336
12,1.425,0.4107,1.8848,0.404
12,1.4639,0.3787,46.009,0.204
12,1.4884,0.376,1.4935,0.36
13,1.379,0.4147,1.611,0.336
12,1.3695,0.4427,4.03,0.408
12,1.3952,0.424,1.3868,0.404
12,1.4598,0.3587,13.3187,0.24
12,1.4526,0.392,2.203,0.308
12,1.4319,0.412,3.3944,0.196
12,1.542,0.3493,1.5531,0.28
12,1.4327,0.3787,1.9992,0.408
12,1.389,0.4053,2.4078,0.26
13,1.4511,0.42,1.5714,0.472
12,1.3566,0.4467,2.2789,0.348
12,1.313,0.4733,1.6346,0.348
13,1.2922,0.452,12.0458,0.356
12,1.296,0.4907,1.4383,0.456
12,1.2793,0.4693,1.4919,0.436
12,1.3222,0.464,7.7591,0.204
12,1.4202,0.424,1.487,0.372
12,1.2919,0.496,3.169,0.32
12,1.2759,0.4893,10.455,0.428
12,1.2853,0.488,1.774,0.364
12,1.2739,0.4907,1.3998,0.44
12,1.2031,0.5187,1.258,0.48
12,1.1386,0.5667,1.4566,0.432
13,1.1949,0.492,1.6632,0.472
13,1.1672,0.5307,2.0544,0.412
12,1.0699,0.5613,1.6455,0.476
12,1.1406,0.5587,13.4666,0.32
12,1.128,0.5493,1.348,0.492
12,1.0974,0.5587,5.2516,0.376
12,1.0751,0.5707,1.7242,0.464
12,1.0087,0.6333,1.5456,0.476
12,0.9554,0.6307,1.7696,0.484
12,0.9119,0.6373,1.7805,0.412
12,0.8737,0.644,1.5543,0.468
12,0.8131,0.6867,2.1374,0.504
13,0.7635,0.7053,2.9316,0.428
12,0.7511,0.7093,3.3097,0.42
12,0.7226,0.716,3.1935,0.376
13,0.7158,0.7253,2.1426,0.444
13,0.7339,0.7253,4.7988,0.396
13,0.6324,0.7507,2.2432,0.532
13,0.6176,0.7787,2.4527,0.44
12,0.5365,0.796,7.1362,0.388
12,0.4928,0.8187,2.7341,0.488
12,0.4168,0.856,1.9588,0.476
12,0.3699,0.8547,2.5117,0.364
13,0.4184,0.8533,3.7805,0.4
12,0.3447,0.8827,2.9207,0.468
12,0.3046,0.892,2.2694,0.48
13,0.2496,0.9133,2.2632,0.476
13,0.2402,0.9147,2.3015,0.436
12,0.2954,0.888,2.5954,0.4
12,0.3015,0.8947,2.7034,0.388
12,0.2349,0.9213,3.5842,0.512
12,0.2334,0.92,2.5452,0.464
12,0.2225,0.9307,2.5275,0.46
13,0.1905,0.9293,6.6761,0.512
13,0.1322,0.952,3.3201,0.432
12,0.1382,0.9493,3.3835,0.464
13,0.1176,0.9693,4.4921,0.412
13,0.0838,0.9693,3.0941,0.432
13,0.0934,0.972,2.9817,0.488
13,0.0586,0.9867,2.8147,0.5
13,0.0707,0.9707,3.0563,0.488
13,0.2603,0.9187,2.7556,0.472
13,0.1766,0.9413,3.4604,0.4
12,0.1373,0.9493,2.6452,0.424
12,0.07,0.9733,3.5942,0.452
13,0.1009,0.968,2.9122,0.448
12,0.0807,0.972,3.3694,0.464
13,0.0601,0.9813,3.711,0.46
13,0.0791,0.9747,5.1378,0.388
13,0.2036,0.9387,4.2526,0.392
12,0.1188,0.9547,4.6611,0.408
12,0.069,0.9747,3.174,0.46
12,0.0353,0.9867,2.5463,0.504
13,0.0742,0.9787,3.123,0.48
13,0.0805,0.9693,3.4807,0.404
