Time,Loss,Accuracy,valLoss,valAccuracy
10,2.4468,0.1453,2.5306,0.1
6,2.2668,0.2147,3.6524,0.1
6,2.126,0.26,5.2063,0.1
6,1.9882,0.292,6.2498,0.1
6,1.8519,0.34,7.0757,0.1
6,1.7456,0.376,7.6412,0.1
6,1.6041,0.42,8.6709,0.1
6,1.5476,0.4547,6.7971,0.1
6,1.3938,0.504,4.2023,0.164
6,1.4145,0.52,2.2615,0.356
6,1.2143,0.568,3.4152,0.28
6,1.2873,0.548,3.0875,0.332
6,1.0956,0.6093,3.7942,0.292
6,0.9491,0.68,2.8205,0.336
6,1.0394,0.6293,4.8562,0.252
6,0.9674,0.6667,4.1495,0.284
6,0.9169,0.6827,2.6765,0.384
6,0.8325,0.7267,4.0395,0.288
6,0.703,0.7507,3.017,0.344
6,0.6469,0.7693,3.1721,0.384
6,0.6883,0.7613,2.9112,0.372
6,0.524,0.8307,3.3121,0.316
6,0.4345,0.8613,3.1214,0.344
6,0.462,0.844,3.0166,0.356
6,0.485,0.8307,2.8831,0.372
6,0.4297,0.86,3.5012,0.336
6,0.3747,0.892,3.3817,0.356
6,0.3523,0.8733,5.2583,0.324
6,0.3789,0.8773,3.1739,0.364
6,0.347,0.8933,3.9159,0.324
6,0.4067,0.8573,5.3302,0.252
6,0.3526,0.88,3.9849,0.304
6,0.2457,0.932,3.7445,0.388
6,0.2239,0.9347,3.6859,0.432
6,0.2067,0.932,3.0911,0.4
6,0.1548,0.948,2.9681,0.428
6,0.2034,0.928,3.1725,0.368
6,0.2259,0.9267,2.8518,0.432
6,0.254,0.908,3.2702,0.352
6,0.37,0.88,3.8051,0.368
6,0.324,0.8853,2.8857,0.412
6,0.2722,0.9213,2.739,0.456
6,0.2443,0.9147,4.8577,0.316
6,0.1678,0.956,2.9186,0.396
6,0.1867,0.9387,3.43,0.344
6,0.1339,0.9573,3.0536,0.396
6,0.1072,0.9653,2.8857,0.412
6,0.1801,0.944,3.6702,0.336
6,0.106,0.972,2.911,0.436
6,0.1621,0.9493,3.2479,0.428
6,0.1242,0.9573,3.668,0.424
6,0.1936,0.9373,4.2928,0.4
6,0.2414,0.9213,3.3282,0.392
6,0.2482,0.9173,3.7437,0.396
6,0.2434,0.916,3.4971,0.356
6,0.2401,0.916,3.7737,0.396
6,0.2494,0.9187,4.1743,0.38
6,0.2331,0.92,3.4546,0.416
6,0.1691,0.9467,3.4315,0.404
6,0.1369,0.9667,3.1377,0.364
6,0.1571,0.9547,2.8463,0.468
6,0.1201,0.9587,2.9899,0.424
6,0.1013,0.964,2.9714,0.48
6,0.1232,0.9587,2.8674,0.424
6,0.1193,0.9573,3.2066,0.416
6,0.15,0.9533,4.8638,0.32
6,0.2297,0.932,3.6029,0.348
6,0.1354,0.9613,3.606,0.368
6,0.111,0.9587,3.4133,0.392
6,0.0905,0.9693,3.064,0.416
6,0.123,0.968,2.9682,0.492
6,0.1314,0.9587,3.2527,0.432
6,0.1384,0.9547,3.2945,0.38
6,0.1816,0.9373,3.9946,0.344
6,0.1242,0.9627,3.8272,0.34
6,0.1228,0.9533,3.5125,0.388
6,0.0946,0.968,3.6478,0.412
6,0.0747,0.9787,2.7382,0.476
6,0.0939,0.968,3.3399,0.424
6,0.0959,0.9733,3.0772,0.448
6,0.142,0.9533,4.5618,0.368
6,0.184,0.9453,4.3719,0.344
6,0.2246,0.9307,4.1027,0.424
6,0.217,0.9293,3.1312,0.424
6,0.1535,0.9573,3.1326,0.436
6,0.1013,0.9653,4.3567,0.356
6,0.0883,0.9667,3.1334,0.448
6,0.0978,0.9653,3.599,0.404
6,0.0701,0.9827,3.5013,0.424
6,0.0792,0.9747,3.3488,0.388
6,0.0733,0.9813,3.1005,0.452
6,0.0541,0.9853,3.1089,0.456
6,0.0527,0.9787,3.3784,0.42
6,0.107,0.968,3.3556,0.416
6,0.0786,0.9707,3.3085,0.44
6,0.057,0.9827,3.1517,0.44
6,0.0239,0.9933,3.1705,0.448
6,0.066,0.976,3.2164,0.44
6,0.0528,0.9787,3.6603,0.396
6,0.1342,0.944,8.6741,0.24
